STATION,NAME,DATE,PRCP,SNOW,TMAX,TMIN,,
USC00142835,"FORT SCOTT, KS US",1/10/2009,0.01,0,63,23,,
USC00142835,"FORT SCOTT, KS US",1/11/2009,0,0,31,20,,
USC00142835,"FORT SCOTT, KS US",1/12/2009,0,0,50,24,,
USC00142835,"FORT SCOTT, KS US",1/13/2009,0,0,52,9,,
USC00142835,"FORT SCOTT, KS US",1/14/2009,0,0,35,9,,
USC00142835,"FORT SCOTT, KS US",1/15/2009,0,0,44,4,,
USC00142835,"FORT SCOTT, KS US",1/16/2009,0,0,13,4,,
USC00142835,"FORT SCOTT, KS US",1/17/2009,0,0,33,11,,
USC00142835,"FORT SCOTT, KS US",1/18/2009,0,0,51,28,,
USC00142835,"FORT SCOTT, KS US",1/19/2009,0,0,52,28,,
USC00142835,"FORT SCOTT, KS US",1/20/2009,0,0,37,26,,
USC00142835,"FORT SCOTT, KS US",1/21/2009,0,0,29,22,,
USC00142835,"FORT SCOTT, KS US",1/22/2009,0,0,49,22,,
USC00142835,"FORT SCOTT, KS US",1/23/2009,0,0,66,22,,
USC00142835,"FORT SCOTT, KS US",1/24/2009,0,0,42,12,,
USC00142835,"FORT SCOTT, KS US",1/25/2009,0,0,25,10,,
USC00142835,"FORT SCOTT, KS US",1/26/2009,0,0,23,17,,
USC00142835,"FORT SCOTT, KS US",1/27/2009,0.03,,21,14,,
USC00142835,"FORT SCOTT, KS US",1/28/2009,0.06,,16,8,,
USC00142835,"FORT SCOTT, KS US",1/29/2009,0,0,31,8,,
USC00142835,"FORT SCOTT, KS US",1/30/2009,0,0,44,19,,
USC00142835,"FORT SCOTT, KS US",1/31/2009,0,0,51,26,,
USC00142835,"FORT SCOTT, KS US",2/1/2009,0,0,66,34,,
USC00142835,"FORT SCOTT, KS US",2/2/2009,0,0,50,22,,
USC00142835,"FORT SCOTT, KS US",2/3/2009,0,0,46,16,,
USC00142835,"FORT SCOTT, KS US",2/4/2009,0,0,29,10,,
USC00142835,"FORT SCOTT, KS US",2/5/2009,0,0,36,10,,
USC00142835,"FORT SCOTT, KS US",2/6/2009,0,0,61,31,,
USC00142835,"FORT SCOTT, KS US",2/7/2009,0,0,68,50,,
USC00142835,"FORT SCOTT, KS US",2/8/2009,0,0,69,45,,
USC00142835,"FORT SCOTT, KS US",2/9/2009,0,0,63,45,,
USC00142835,"FORT SCOTT, KS US",2/10/2009,0.05,0,62,49,,
USC00142835,"FORT SCOTT, KS US",2/11/2009,1.98,0,71,46,,
USC00142835,"FORT SCOTT, KS US",2/12/2009,0.02,0,47,34,,
USC00142835,"FORT SCOTT, KS US",2/13/2009,0,0,56,32,,
USC00142835,"FORT SCOTT, KS US",2/14/2009,0,0,65,28,,
USC00142835,"FORT SCOTT, KS US",2/15/2009,0,0,42,27,,
USC00142835,"FORT SCOTT, KS US",2/16/2009,0,0,42,24,,
USC00142835,"FORT SCOTT, KS US",2/17/2009,0,0,50,24,,
USC00142835,"FORT SCOTT, KS US",2/18/2009,0,0,55,41,,
USC00142835,"FORT SCOTT, KS US",2/19/2009,0,0,44,20,,
USC00142835,"FORT SCOTT, KS US",2/20/2009,0,0,40,19,,
USC00142835,"FORT SCOTT, KS US",2/21/2009,0,0,62,24,,
USC00142835,"FORT SCOTT, KS US",2/22/2009,0,0,37,20,,
USC00142835,"FORT SCOTT, KS US",2/23/2009,0,0,43,21,,
USC00142835,"FORT SCOTT, KS US",2/24/2009,0,0,54,23,,
USC00142835,"FORT SCOTT, KS US",2/25/2009,0,0,58,35,,
USC00142835,"FORT SCOTT, KS US",2/26/2009,0,0,73,34,,
USC00142835,"FORT SCOTT, KS US",2/27/2009,0,0,74,20,,
USC00142835,"FORT SCOTT, KS US",2/28/2009,0.09,0,35,20,,
USC00142835,"FORT SCOTT, KS US",3/1/2009,0,0,25,11,,
USC00142835,"FORT SCOTT, KS US",3/2/2009,0,0,30,11,,
USC00142835,"FORT SCOTT, KS US",3/3/2009,0,0,38,14,,
USC00142835,"FORT SCOTT, KS US",3/4/2009,0,0,48,29,,
USC00142835,"FORT SCOTT, KS US",3/5/2009,0,0,65,30,,
USC00142835,"FORT SCOTT, KS US",3/6/2009,0,0,78,53,,
USC00142835,"FORT SCOTT, KS US",3/7/2009,0,0,76,51,,
USC00142835,"FORT SCOTT, KS US",3/8/2009,0.05,0,71,49,,
USC00142835,"FORT SCOTT, KS US",3/9/2009,0,0,62,38,,
USC00142835,"FORT SCOTT, KS US",3/10/2009,0.51,0,69,38,,
USC00142835,"FORT SCOTT, KS US",3/11/2009,0.1,0,65,21,,
USC00142835,"FORT SCOTT, KS US",3/12/2009,0,0,37,21,,
USC00142835,"FORT SCOTT, KS US",3/13/2009,0,0,46,24,,
USC00142835,"FORT SCOTT, KS US",3/14/2009,0,0,49,32,,
USC00142835,"FORT SCOTT, KS US",3/15/2009,0,0,59,32,,
USC00142835,"FORT SCOTT, KS US",3/16/2009,0,0,60,43,,
USC00142835,"FORT SCOTT, KS US",3/17/2009,0,0,71,43,,
USC00142835,"FORT SCOTT, KS US",3/18/2009,0,0,81,49,,
USC00142835,"FORT SCOTT, KS US",3/19/2009,0.07,0,73,41,,
USC00142835,"FORT SCOTT, KS US",3/20/2009,0,0,63,41,,
USC00142835,"FORT SCOTT, KS US",3/21/2009,0.3,0,63,41,,
USC00142835,"FORT SCOTT, KS US",3/22/2009,0,0,65,47,,
USC00142835,"FORT SCOTT, KS US",3/23/2009,0,0,75,49,,
USC00142835,"FORT SCOTT, KS US",3/24/2009,1.07,0,69,55,,
USC00142835,"FORT SCOTT, KS US",3/25/2009,0.1,0,60,34,,
USC00142835,"FORT SCOTT, KS US",3/26/2009,0,0,56,34,,
USC00142835,"FORT SCOTT, KS US",3/27/2009,0.3,0,55,36,,
USC00142835,"FORT SCOTT, KS US",3/28/2009,0.25,0,39,33,,
USC00142835,"FORT SCOTT, KS US",3/29/2009,2.05,0,35,27,,
USC00142835,"FORT SCOTT, KS US",3/30/2009,0,0,54,27,,
USC00142835,"FORT SCOTT, KS US",3/31/2009,0.31,0,69,36,,
USC00142835,"FORT SCOTT, KS US",4/1/2009,0,0,51,32,,
USC00142835,"FORT SCOTT, KS US",4/2/2009,0.11,0,64,33,,
USC00142835,"FORT SCOTT, KS US",4/3/2009,0.16,0,50,29,,
USC00142835,"FORT SCOTT, KS US",4/4/2009,0,0,61,29,,
USC00142835,"FORT SCOTT, KS US",4/5/2009,0.05,0,74,44,,
USC00142835,"FORT SCOTT, KS US",4/6/2009,0,0,46,29,,
USC00142835,"FORT SCOTT, KS US",4/7/2009,0,0,41,25,,
USC00142835,"FORT SCOTT, KS US",4/8/2009,0,0,55,25,,
USC00142835,"FORT SCOTT, KS US",4/9/2009,0,0,69,36,,
USC00142835,"FORT SCOTT, KS US",4/10/2009,1.54,0,61,40,,
USC00142835,"FORT SCOTT, KS US",4/11/2009,0.02,0,56,33,,
USC00142835,"FORT SCOTT, KS US",4/12/2009,0,0,65,35,,
USC00142835,"FORT SCOTT, KS US",4/13/2009,1.01,0,47,41,,
USC00142835,"FORT SCOTT, KS US",4/14/2009,0,0,46,35,,
USC00142835,"FORT SCOTT, KS US",4/15/2009,0,0,63,35,,
USC00142835,"FORT SCOTT, KS US",4/16/2009,0,0,70,40,,
USC00142835,"FORT SCOTT, KS US",4/17/2009,0,0,72,48,,
USC00142835,"FORT SCOTT, KS US",4/18/2009,0,0,72,48,,
USC00142835,"FORT SCOTT, KS US",4/19/2009,1.16,0,67,52,,
USC00142835,"FORT SCOTT, KS US",4/20/2009,0.68,0,60,42,,
USC00142835,"FORT SCOTT, KS US",4/21/2009,0,0,69,42,,
USC00142835,"FORT SCOTT, KS US",4/22/2009,0,0,68,46,,
USC00142835,"FORT SCOTT, KS US",4/23/2009,0,0,83,51,,
USC00142835,"FORT SCOTT, KS US",4/24/2009,0,0,86,60,,
USC00142835,"FORT SCOTT, KS US",4/25/2009,0,0,82,62,,
USC00142835,"FORT SCOTT, KS US",4/26/2009,0.47,0,82,61,,
USC00142835,"FORT SCOTT, KS US",4/27/2009,2.3,0,79,57,,
USC00142835,"FORT SCOTT, KS US",4/28/2009,0.97,0,63,45,,
USC00142835,"FORT SCOTT, KS US",4/29/2009,0,0,66,45,,
USC00142835,"FORT SCOTT, KS US",4/30/2009,0.64,0,68,58,,
USC00142835,"FORT SCOTT, KS US",5/1/2009,0.21,0,68,57,,
USC00142835,"FORT SCOTT, KS US",5/2/2009,0.84,0,61,49,,
USC00142835,"FORT SCOTT, KS US",5/3/2009,0.15,0,62,49,,
USC00142835,"FORT SCOTT, KS US",5/4/2009,0,0,61,51,,
USC00142835,"FORT SCOTT, KS US",5/5/2009,0,0,69,52,,
USC00142835,"FORT SCOTT, KS US",5/6/2009,0.37,0,65,54,,
USC00142835,"FORT SCOTT, KS US",5/7/2009,0,0,74,57,,
USC00142835,"FORT SCOTT, KS US",5/8/2009,3.6,0,83,57,,
USC00142835,"FORT SCOTT, KS US",5/9/2009,0.08,0,78,55,,
USC00142835,"FORT SCOTT, KS US",5/10/2009,0.01,0,70,51,,
USC00142835,"FORT SCOTT, KS US",5/11/2009,0.1,0,59,45,,
USC00142835,"FORT SCOTT, KS US",5/12/2009,0,0,71,44,,
USC00142835,"FORT SCOTT, KS US",5/13/2009,0.08,0,73,57,,
USC00142835,"FORT SCOTT, KS US",5/14/2009,1.43,0,85,57,,
USC00142835,"FORT SCOTT, KS US",5/15/2009,0,0,72,57,,
USC00142835,"FORT SCOTT, KS US",5/16/2009,0.97,0,84,56,,
USC00142835,"FORT SCOTT, KS US",5/17/2009,0.01,0,84,44,,
USC00142835,"FORT SCOTT, KS US",5/18/2009,0,0,70,45,,
USC00142835,"FORT SCOTT, KS US",5/19/2009,0,0,75,49,,
USC00142835,"FORT SCOTT, KS US",5/20/2009,0,0,81,55,,
USC00142835,"FORT SCOTT, KS US",5/21/2009,0,0,80,58,,
USC00142835,"FORT SCOTT, KS US",5/22/2009,0,0,82,58,,
USC00142835,"FORT SCOTT, KS US",5/23/2009,0,0,85,60,,
USC00142835,"FORT SCOTT, KS US",5/24/2009,0,0,87,60,,
USC00142835,"FORT SCOTT, KS US",5/25/2009,0.55,0,83,63,,
USC00142835,"FORT SCOTT, KS US",5/26/2009,0,0,83,60,,
USC00142835,"FORT SCOTT, KS US",5/27/2009,0.04,0,82,62,,
USC00142835,"FORT SCOTT, KS US",5/28/2009,0,0,66,56,,
USC00142835,"FORT SCOTT, KS US",5/29/2009,0,0,73,53,,
USC00142835,"FORT SCOTT, KS US",5/30/2009,0,0,87,53,,
USC00142835,"FORT SCOTT, KS US",5/31/2009,0,0,91,66,,
USC00142835,"FORT SCOTT, KS US",6/1/2009,0,0,90,68,,
USC00142835,"FORT SCOTT, KS US",6/2/2009,0,0,89,66,,
USC00142835,"FORT SCOTT, KS US",6/3/2009,0,0,89,59,,
USC00142835,"FORT SCOTT, KS US",6/4/2009,0,0,72,52,,
USC00142835,"FORT SCOTT, KS US",6/5/2009,0,0,76,52,,
USC00142835,"FORT SCOTT, KS US",6/6/2009,0,0,84,56,,
USC00142835,"FORT SCOTT, KS US",6/7/2009,0,0,87,64,,
USC00142835,"FORT SCOTT, KS US",6/8/2009,0.1,0,92,65,,
USC00142835,"FORT SCOTT, KS US",6/9/2009,0,0,79,63,,
USC00142835,"FORT SCOTT, KS US",6/10/2009,2.35,0,76,62,,
USC00142835,"FORT SCOTT, KS US",6/11/2009,0,0,86,64,,
USC00142835,"FORT SCOTT, KS US",6/12/2009,0,0,81,64,,
USC00142835,"FORT SCOTT, KS US",6/13/2009,0.06,0,80,64,,
USC00142835,"FORT SCOTT, KS US",6/14/2009,0.67,0,81,63,,
USC00142835,"FORT SCOTT, KS US",6/15/2009,0.1,0,83,63,,
USC00142835,"FORT SCOTT, KS US",6/16/2009,2.51,0,90,64,,
USC00142835,"FORT SCOTT, KS US",6/17/2009,0.03,0,87,63,,
USC00142835,"FORT SCOTT, KS US",6/18/2009,0,0,93,73,,
USC00142835,"FORT SCOTT, KS US",6/19/2009,0,0,92,77,,
USC00142835,"FORT SCOTT, KS US",6/20/2009,0.13,0,91,76,,
USC00142835,"FORT SCOTT, KS US",6/21/2009,0.05,0,87,75,,
USC00142835,"FORT SCOTT, KS US",6/22/2009,0,0,93,77,,
USC00142835,"FORT SCOTT, KS US",6/23/2009,0,0,97,77,,
USC00142835,"FORT SCOTT, KS US",6/24/2009,0,0,99,73,,
USC00142835,"FORT SCOTT, KS US",6/25/2009,0.7,0,96,71,,
USC00142835,"FORT SCOTT, KS US",6/26/2009,0,0,96,71,,
USC00142835,"FORT SCOTT, KS US",6/27/2009,0,0,97,75,,
USC00142835,"FORT SCOTT, KS US",6/28/2009,0.58,0,98,68,,
USC00142835,"FORT SCOTT, KS US",6/29/2009,0,0,87,64,,
USC00142835,"FORT SCOTT, KS US",6/30/2009,0.14,0,92,64,,
USC00142835,"FORT SCOTT, KS US",7/1/2009,0,0,91,60,,
USC00142835,"FORT SCOTT, KS US",7/2/2009,0,0,86,61,,
USC00142835,"FORT SCOTT, KS US",7/3/2009,0.55,0,85,64,,
USC00142835,"FORT SCOTT, KS US",7/4/2009,0.04,0,85,69,,
USC00142835,"FORT SCOTT, KS US",7/5/2009,0.5,0,87,67,,
USC00142835,"FORT SCOTT, KS US",7/6/2009,0.14,0,87,62,,
USC00142835,"FORT SCOTT, KS US",7/7/2009,0,0,85,62,,
USC00142835,"FORT SCOTT, KS US",7/8/2009,0,0,87,63,,
USC00142835,"FORT SCOTT, KS US",7/9/2009,0.02,0,90,64,,
USC00142835,"FORT SCOTT, KS US",7/10/2009,0,0,93,72,,
USC00142835,"FORT SCOTT, KS US",7/11/2009,0.22,0,93,78,,
USC00142835,"FORT SCOTT, KS US",7/12/2009,0,0,94,74,,
USC00142835,"FORT SCOTT, KS US",7/13/2009,0.25,0,84,71,,
USC00142835,"FORT SCOTT, KS US",7/14/2009,0.28,0,83,71,,
USC00142835,"FORT SCOTT, KS US",7/15/2009,0,0,93,71,,
USC00142835,"FORT SCOTT, KS US",7/16/2009,0,0,88,72,,
USC00142835,"FORT SCOTT, KS US",7/17/2009,0.07,0,87,61,,
USC00142835,"FORT SCOTT, KS US",7/18/2009,0,0,81,56,,
USC00142835,"FORT SCOTT, KS US",7/19/2009,0,0,83,56,,
USC00142835,"FORT SCOTT, KS US",7/20/2009,0,0,83,58,,
USC00142835,"FORT SCOTT, KS US",7/21/2009,1.24,0,79,62,,
USC00142835,"FORT SCOTT, KS US",7/22/2009,0,0,80,60,,
USC00142835,"FORT SCOTT, KS US",7/23/2009,0,0,84,59,,
USC00142835,"FORT SCOTT, KS US",7/24/2009,0,0,88,64,,
USC00142835,"FORT SCOTT, KS US",7/25/2009,0,0,91,71,,
USC00142835,"FORT SCOTT, KS US",7/26/2009,0,0,91,64,,
USC00142835,"FORT SCOTT, KS US",7/27/2009,0,0,91,64,,
USC00142835,"FORT SCOTT, KS US",7/28/2009,0,0,91,68,,
USC00142835,"FORT SCOTT, KS US",7/29/2009,0.65,0,85,64,,
USC00142835,"FORT SCOTT, KS US",7/30/2009,0,0,85,64,,
USC00142835,"FORT SCOTT, KS US",7/31/2009,0,0,85,57,,
USC00142835,"FORT SCOTT, KS US",8/1/2009,0.1,0,83,58,,
USC00142835,"FORT SCOTT, KS US",8/2/2009,0,0,82,56,,
USC00142835,"FORT SCOTT, KS US",8/3/2009,0,0,85,57,,
USC00142835,"FORT SCOTT, KS US",8/4/2009,0,0,96,69,,
USC00142835,"FORT SCOTT, KS US",8/5/2009,0,0,94,70,,
USC00142835,"FORT SCOTT, KS US",8/6/2009,0,0,88,67,,
USC00142835,"FORT SCOTT, KS US",8/7/2009,0,0,87,67,,
USC00142835,"FORT SCOTT, KS US",8/8/2009,0,0,94,73,,
USC00142835,"FORT SCOTT, KS US",8/9/2009,0,0,97,75,,
USC00142835,"FORT SCOTT, KS US",8/10/2009,0,0,96,76,,
USC00142835,"FORT SCOTT, KS US",8/11/2009,1,0,88,65,,
USC00142835,"FORT SCOTT, KS US",8/12/2009,0,0,88,65,,
USC00142835,"FORT SCOTT, KS US",8/13/2009,0,0,97,66,,
USC00142835,"FORT SCOTT, KS US",8/14/2009,0,0,90,66,,
USC00142835,"FORT SCOTT, KS US",8/15/2009,0,0,89,66,,
USC00142835,"FORT SCOTT, KS US",8/16/2009,0.23,0,88,68,,
USC00142835,"FORT SCOTT, KS US",8/17/2009,0.9,0,91,72,,
USC00142835,"FORT SCOTT, KS US",8/18/2009,0.22,0,81,68,,
USC00142835,"FORT SCOTT, KS US",8/19/2009,0.99,0,82,67,,
USC00142835,"FORT SCOTT, KS US",8/20/2009,0.76,0,74,64,,
USC00142835,"FORT SCOTT, KS US",8/21/2009,0,0,81,60,,
USC00142835,"FORT SCOTT, KS US",8/22/2009,0,0,81,56,,
USC00142835,"FORT SCOTT, KS US",8/23/2009,0,0,79,55,,
USC00142835,"FORT SCOTT, KS US",8/24/2009,0,0,82,55,,
USC00142835,"FORT SCOTT, KS US",8/25/2009,0,0,86,61,,
USC00142835,"FORT SCOTT, KS US",8/26/2009,0,0,90,65,,
USC00142835,"FORT SCOTT, KS US",8/27/2009,0,0,88,69,,
USC00142835,"FORT SCOTT, KS US",8/28/2009,0,0,88,63,,
USC00142835,"FORT SCOTT, KS US",8/29/2009,0.01,0,75,61,,
USC00142835,"FORT SCOTT, KS US",8/30/2009,0,0,79,54,,
USC00142835,"FORT SCOTT, KS US",8/31/2009,0,0,73,48,,
USC00142835,"FORT SCOTT, KS US",9/1/2009,0,0,69,48,,
USC00142835,"FORT SCOTT, KS US",9/2/2009,0,0,78,51,,
USC00142835,"FORT SCOTT, KS US",9/3/2009,0.57,0,74,57,,
USC00142835,"FORT SCOTT, KS US",9/4/2009,0,0,78,57,,
USC00142835,"FORT SCOTT, KS US",9/5/2009,1.25,0,69,62,,
USC00142835,"FORT SCOTT, KS US",9/6/2009,0,0,76,62,,
USC00142835,"FORT SCOTT, KS US",9/7/2009,0,0,73,56,,
USC00142835,"FORT SCOTT, KS US",9/8/2009,0,0,81,56,,
USC00142835,"FORT SCOTT, KS US",9/9/2009,1.69,0,76,63,,
USC00142835,"FORT SCOTT, KS US",9/10/2009,0.12,0,80,64,,
USC00142835,"FORT SCOTT, KS US",9/11/2009,0,0,81,65,,
USC00142835,"FORT SCOTT, KS US",9/12/2009,0,0,84,63,,
USC00142835,"FORT SCOTT, KS US",9/13/2009,0,0,82,62,,
USC00142835,"FORT SCOTT, KS US",9/14/2009,0,0,76,62,,
USC00142835,"FORT SCOTT, KS US",9/15/2009,0,0,80,64,,
USC00142835,"FORT SCOTT, KS US",9/16/2009,0,0,78,65,,
USC00142835,"FORT SCOTT, KS US",9/17/2009,0,0,79,62,,
USC00142835,"FORT SCOTT, KS US",9/18/2009,0,0,78,57,,
USC00142835,"FORT SCOTT, KS US",9/19/2009,0,0,78,53,,
USC00142835,"FORT SCOTT, KS US",9/20/2009,0,0,74,53,,
USC00142835,"FORT SCOTT, KS US",9/21/2009,0,0,78,64,,
USC00142835,"FORT SCOTT, KS US",9/22/2009,2,0,70,56,,
USC00142835,"FORT SCOTT, KS US",9/23/2009,0,0,65,50,,
USC00142835,"FORT SCOTT, KS US",9/24/2009,0,0,72,49,,
USC00142835,"FORT SCOTT, KS US",9/25/2009,0,0,73,50,,
USC00142835,"FORT SCOTT, KS US",9/26/2009,0.22,0,77,50,,
USC00142835,"FORT SCOTT, KS US",9/27/2009,0,0,77,50,,
USC00142835,"FORT SCOTT, KS US",9/28/2009,0,0,87,50,,
USC00142835,"FORT SCOTT, KS US",9/29/2009,0,0,70,43,,
USC00142835,"FORT SCOTT, KS US",9/30/2009,0,0,,,,
USC00142835,"FORT SCOTT, KS US",10/1/2009,0.17,0,78,45,,
USC00142835,"FORT SCOTT, KS US",10/2/2009,0.13,0,80,45,,
USC00142835,"FORT SCOTT, KS US",10/3/2009,0,0,69,42,,
USC00142835,"FORT SCOTT, KS US",10/4/2009,0,0,64,42,,
USC00142835,"FORT SCOTT, KS US",10/5/2009,0,0,67,43,,
USC00142835,"FORT SCOTT, KS US",10/6/2009,0.15,0,70,43,,
USC00142835,"FORT SCOTT, KS US",10/7/2009,0,0,66,37,,
USC00142835,"FORT SCOTT, KS US",10/8/2009,0.65,0,70,37,,
USC00142835,"FORT SCOTT, KS US",10/9/2009,3.63,0,56,43,,
USC00142835,"FORT SCOTT, KS US",10/10/2009,0,0,52,33,,
USC00142835,"FORT SCOTT, KS US",10/11/2009,0,0,51,33,,
USC00142835,"FORT SCOTT, KS US",10/12/2009,0.18,0,49,36,,
USC00142835,"FORT SCOTT, KS US",10/13/2009,0.08,0,58,45,,
USC00142835,"FORT SCOTT, KS US",10/14/2009,0.94,0,47,42,,
USC00142835,"FORT SCOTT, KS US",10/15/2009,0.15,0,47,42,,
USC00142835,"FORT SCOTT, KS US",10/16/2009,0,0,50,39,,
USC00142835,"FORT SCOTT, KS US",10/17/2009,0.65,0,51,39,,
USC00142835,"FORT SCOTT, KS US",10/18/2009,0,0,51,32,,
USC00142835,"FORT SCOTT, KS US",10/19/2009,0,0,62,32,,
USC00142835,"FORT SCOTT, KS US",10/20/2009,0,0,72,51,,
USC00142835,"FORT SCOTT, KS US",10/21/2009,0,0,75,57,,
USC00142835,"FORT SCOTT, KS US",10/22/2009,0.8,0,69,57,,
USC00142835,"FORT SCOTT, KS US",10/23/2009,0.1,0,62,41,,
USC00142835,"FORT SCOTT, KS US",10/24/2009,0,0,46,35,,
USC00142835,"FORT SCOTT, KS US",10/25/2009,0,0,65,35,,
USC00142835,"FORT SCOTT, KS US",10/26/2009,0.13,0,65,35,,
USC00142835,"FORT SCOTT, KS US",10/27/2009,0,0,56,44,,
USC00142835,"FORT SCOTT, KS US",10/28/2009,0,0,51,44,,
USC00142835,"FORT SCOTT, KS US",10/29/2009,0.76,0,68,45,,
USC00142835,"FORT SCOTT, KS US",10/30/2009,0.23,0,66,46,,
USC00142835,"FORT SCOTT, KS US",10/31/2009,0,0,53,38,,
USC00142835,"FORT SCOTT, KS US",11/1/2009,0,0,61,37,,
USC00142835,"FORT SCOTT, KS US",11/2/2009,0,0,75,46,,
USC00142835,"FORT SCOTT, KS US",11/3/2009,0,0,68,41,,
USC00142835,"FORT SCOTT, KS US",11/4/2009,0,0,64,38,,
USC00142835,"FORT SCOTT, KS US",11/5/2009,0,0,64,33,,
USC00142835,"FORT SCOTT, KS US",11/6/2009,0,0,71,37,,
USC00142835,"FORT SCOTT, KS US",11/7/2009,0,0,74,55,,
USC00142835,"FORT SCOTT, KS US",11/8/2009,0,0,76,54,,
USC00142835,"FORT SCOTT, KS US",11/9/2009,0,0,76,54,,
USC00142835,"FORT SCOTT, KS US",11/10/2009,0.24,0,68,54,,
USC00142835,"FORT SCOTT, KS US",11/11/2009,0,0,58,42,,
USC00142835,"FORT SCOTT, KS US",11/12/2009,0,0,62,42,,
USC00142835,"FORT SCOTT, KS US",11/13/2009,0,0,63,44,,
USC00142835,"FORT SCOTT, KS US",11/14/2009,0,0,71,44,,
USC00142835,"FORT SCOTT, KS US",11/15/2009,0.36,0,58,47,,
USC00142835,"FORT SCOTT, KS US",11/16/2009,0.61,0,47,39,,
USC00142835,"FORT SCOTT, KS US",11/17/2009,0,0,40,33,,
USC00142835,"FORT SCOTT, KS US",11/18/2009,0,0,43,32,,
USC00142835,"FORT SCOTT, KS US",11/19/2009,0,0,61,32,,
USC00142835,"FORT SCOTT, KS US",11/20/2009,0,0,57,38,,
USC00142835,"FORT SCOTT, KS US",11/21/2009,0,0,59,42,,
USC00142835,"FORT SCOTT, KS US",11/22/2009,0,0,63,44,,
USC00142835,"FORT SCOTT, KS US",11/23/2009,0,0,62,43,,
USC00142835,"FORT SCOTT, KS US",11/24/2009,0,0,53,32,,
USC00142835,"FORT SCOTT, KS US",11/25/2009,0,0,53,28,,
USC00142835,"FORT SCOTT, KS US",11/26/2009,0,0,45,28,,
USC00142835,"FORT SCOTT, KS US",11/27/2009,0,0,68,36,,
USC00142835,"FORT SCOTT, KS US",11/28/2009,0,0,66,47,,
USC00142835,"FORT SCOTT, KS US",11/29/2009,0,0,53,48,,
USC00142835,"FORT SCOTT, KS US",11/30/2009,0,0,48,26,,
USC00142835,"FORT SCOTT, KS US",12/1/2009,0,0,53,26,,
USC00142835,"FORT SCOTT, KS US",12/2/2009,0,0,55,36,,
USC00142835,"FORT SCOTT, KS US",12/3/2009,0,0,40,22,,
USC00142835,"FORT SCOTT, KS US",12/4/2009,0,0,33,14,,
USC00142835,"FORT SCOTT, KS US",12/5/2009,0,0,34,15,,
USC00142835,"FORT SCOTT, KS US",12/6/2009,0,0,42,25,,
USC00142835,"FORT SCOTT, KS US",12/7/2009,0,0,40,25,,
USC00142835,"FORT SCOTT, KS US",12/8/2009,0,0,30,24,,
USC00142835,"FORT SCOTT, KS US",12/9/2009,0.3,0,38,13,,
USC00142835,"FORT SCOTT, KS US",12/10/2009,0,0,21,7,,
USC00142835,"FORT SCOTT, KS US",12/11/2009,0,0,32,7,,
USC00142835,"FORT SCOTT, KS US",12/12/2009,0,0,44,14,,
USC00142835,"FORT SCOTT, KS US",12/13/2009,0,0,,,,
USC00142835,"FORT SCOTT, KS US",12/14/2009,0,0,48,37,,
USC00142835,"FORT SCOTT, KS US",12/15/2009,0,0,37,11,,
USC00142835,"FORT SCOTT, KS US",12/16/2009,0,0,27,11,,
USC00142835,"FORT SCOTT, KS US",12/17/2009,0,0,48,15,,
USC00142835,"FORT SCOTT, KS US",12/18/2009,0,0,54,29,,
USC00142835,"FORT SCOTT, KS US",12/19/2009,0,0,42,24,,
USC00142835,"FORT SCOTT, KS US",12/20/2009,0,0,30,26,,
USC00142835,"FORT SCOTT, KS US",12/21/2009,0,0,48,23,,
USC00142835,"FORT SCOTT, KS US",12/22/2009,0,0,47,23,,
USC00142835,"FORT SCOTT, KS US",12/23/2009,0.71,0,54,29,,
USC00142835,"FORT SCOTT, KS US",12/24/2009,1.23,0,56,35,,
USC00142835,"FORT SCOTT, KS US",12/25/2009,1.21,0,35,12,,
USC00142835,"FORT SCOTT, KS US",12/26/2009,0,0,37,12,,
USC00142835,"FORT SCOTT, KS US",12/27/2009,0,0,27,19,,
USC00142835,"FORT SCOTT, KS US",12/28/2009,0,0,29,21,,
USC00142835,"FORT SCOTT, KS US",12/29/2009,0,0,37,20,,
USC00142835,"FORT SCOTT, KS US",12/30/2009,0,0,32,20,,
USC00142835,"FORT SCOTT, KS US",12/31/2009,0,0,34,20,,
USC00142835,"FORT SCOTT, KS US",1/1/2010,0,0,25,9,,
USC00142835,"FORT SCOTT, KS US",1/2/2010,0,0,23,5,,
USC00142835,"FORT SCOTT, KS US",1/3/2010,0,0,23,4,,
USC00142835,"FORT SCOTT, KS US",1/4/2010,0.19,,23,3,,
USC00142835,"FORT SCOTT, KS US",1/5/2010,0,0,15,2,,
USC00142835,"FORT SCOTT, KS US",1/6/2010,0,0,22,9,,
USC00142835,"FORT SCOTT, KS US",1/7/2010,0.1,,27,4,,
USC00142835,"FORT SCOTT, KS US",1/8/2010,0,0,11,-2,,
USC00142835,"FORT SCOTT, KS US",1/9/2010,0,0,10,-2,,
USC00142835,"FORT SCOTT, KS US",1/10/2010,0,0,16,-6,,
USC00142835,"FORT SCOTT, KS US",1/11/2010,0,0,28,-7,,
USC00142835,"FORT SCOTT, KS US",1/12/2010,0,0,37,17,,
USC00142835,"FORT SCOTT, KS US",1/13/2010,0,0,32,16,,
USC00142835,"FORT SCOTT, KS US",1/14/2010,0,0,47,32,,
USC00142835,"FORT SCOTT, KS US",1/15/2010,0,0,47,32,,
USC00142835,"FORT SCOTT, KS US",1/16/2010,0,0,36,31,,
